"BSPretty","BIgoal","Prob","Response","Est","BIthreshold","n_AgreePass.cal","n_AgreePass.val","n_AgreeFail.cal","n_AgreeFail.val","n_Disgree_FailBI.cal","n_Disgree_FailBI.val","n_Disgree_FailBS.cal","n_Disgree_FailBS.val","RR.est.cal","RR.est.val","RR.l95.cal","RR.l95.val","RR.u95.cal","RR.u95.val","l95","u95"
"AFDM","Ref01","p95","ASCI_H",4.57957957957958,0.697574776374691,543,173,40,10,54,14,95,31,3.27572016460905,3.25783972125436,2.27636382779926,1.55530980780504,4.71380825234789,6.82405498642175,2.25225225225225,7.20720720720721
"AFDM","Ref01","p95","ASCI_S",3.67867867867868,0.674311297634282,521,162,56,13,34,18,121,35,5.16450648055832,2.70833333333333,3.49189698873388,1.42837970971915,7.63829152858257,5.135237776436,1.87687687687688,5.25525525525526
"AFDM","Ref01","p95","CSCI",2.02702702702703,0.63,728,243,127,35,81,42,248,69,3.38248559670782,2.28365384615385,2.63305199799578,1.54796710801669,4.34522706754163,3.36898301136062,1.05105105105105,2.85285285285285
"AFDM","BCG3","p50","ASCI_D",9.98498498498498,0.95,344,100,31,11,347,114,10,3,1.50565825542982,1.4749373433584,1.24615594944432,1.09088403377125,1.81919990283307,1.994199291113,7.58258258258258,15.3153153153153
"AFDM","BCG3","p50","ASCI_H",7.05705705705706,0.97,357,104,60,20,303,100,12,4,1.81518151815182,1.7,1.58994599371382,1.3538884754341,2.0723244417527,2.13459236298866,5.70570570570571,9.38438438438438
"AFDM","BCG3","p50","ASCI_S",11.4114114114114,0.86,491,152,22,5,210,67,9,4,2.3689708141321,1.81592039800995,1.84094398254479,0.978018716414752,3.0484483892074,3.37168076291723,9.15915915915916,15.4654654654655
"AFDM","BCG3","p50","CSCI",7.95795795795796,0.825,749,242,41,19,373,120,21,8,1.9891896566635,2.12283950617284,1.63419385993945,1.59559223874731,2.42130116088164,2.82431028400222,6.68168168168168,10.0600600600601
"AFDM","BCG3","p80","ASCI_D",3.75375375375375,0.95,304,88,125,33,253,92,50,15,1.5725578769057,1.34510869565217,1.37984596204769,1.05933554625936,1.79218430479612,1.70797384219572,2.55255255255255,5.48048048048048
"AFDM","BCG3","p80","ASCI_H",2.7027027027027,0.97,308,88,168,43,195,77,61,20,1.89237487403426,1.46258503401361,1.65368345882344,1.15631308186993,2.16551882693684,1.84997905434162,1.95195195195195,3.67867867867868
"AFDM","BCG3","p80","ASCI_S",4.95495495495495,0.86,451,138,72,20,160,52,49,18,2.27231404958678,1.92307692307692,1.86330232194828,1.31360697070843,2.77110755411423,2.81532066633032,3.82882882882883,6.53153153153153
"AFDM","BCG3","p80","CSCI",3.37837837837838,0.825,684,220,143,41,271,98,86,30,2.20056720217857,1.87381431445818,1.90862654967076,1.44681617441905,2.5371626587398,2.42683220380657,2.77777777777778,4.2042042042042
"AFDM","BCG3","p90","ASCI_D",1.87687687687688,0.95,250,77,192,54,186,71,104,26,1.52048823016565,1.40704225352113,1.32519828905089,1.12138521123419,1.74455738222243,1.76546639224436,0.375375375375375,3.15315315315315
"AFDM","BCG3","p90","ASCI_H",1.35135135135135,0.97,242,75,223,60,140,60,127,33,1.73848979591837,1.45161290322581,1.49060160644412,1.13964444188766,2.0276019812713,1.84898021116254,0.375375375375375,2.17717717717718
"AFDM","BCG3","p90","ASCI_S",2.62762762762763,0.86,392,122,124,32,108,40,108,34,2.47445721583653,1.96363636363636,2.01413981437184,1.36030119011904,3.03997690195854,2.83456913557328,1.5015015015015,3.75375375375375
"AFDM","BCG3","p90","CSCI",1.8018018018018,0.825,584,194,231,58,183,81,186,56,2.32177536659197,1.72731210742907,1.99230959200004,1.33555579913814,2.70572448908492,2.23398162652315,1.12612612612613,2.4024024024024
"AFDM","BCG3","p95","ASCI_D",0.900900900900901,0.95,179,62,243,79,135,46,175,41,1.35215311004785,1.54565217391304,1.16237676183278,1.19818812378933,1.57291344170479,1.99387775198994,-Inf,2.17717717717718
"AFDM","BCG3","p95","ASCI_H",0.675675675675676,0.97,171,50,267,88,96,32,198,58,1.59697580645161,1.54452054794521,1.33615137224732,1.1424243853623,1.90871467063068,2.08814145915524,-Inf,1.5015015015015
"AFDM","BCG3","p95","ASCI_S",1.35135135135135,0.86,317,107,167,44,65,28,183,49,2.80413186813187,2.28110599078341,2.18977955568173,1.5379115912586,3.59084343146346,3.38344841846829,-Inf,2.47747747747748
"AFDM","BCG3","p95","CSCI",0.900900900900901,0.825,417,148,312,92,102,47,353,102,2.38726227333038,1.96753674051327,1.97041616799229,1.47197346718865,2.89229313798893,2.62993926966853,0.15015015015015,1.57657657657658
"AFDM","BCG4","p50","ASCI_D",72.8978978978979,0.54,699,213,0,0,33,15,0,0,NA,NA,NA,NA,NA,NA,35.960960960961,Inf
